Serial_Number,xgb_predict
201601030543,32.615215
201601030544,33.974094
201601030546,30.021887
201601030547,30.540688
201601030590,31.337927
201601030601,25.887733
201601030604,28.54155
201601030862,22.037262
201601030865,19.887615
201601030883,25.863228
201601030886,23.037449
201601030887,22.67553
201601030889,22.331497
201601030891,29.129576
201601030904,31.656523
201601030909,40.348465
201601030911,33.138622
201601030939,46.59296
201601030947,53.059364
201601030951,50.27359
201601030952,50.843166
201601030953,52.604385
201601030962,43.101112
201601030964,46.722553
201601030973,27.765623
201601030977,50.224457
201601030984,66.32009
201601030992,69.50873
201601030993,49.784443
201601030994,63.10995
201601030998,49.714314
201601031005,64.84752
201601031006,54.795742
201601031014,60.54469
201601031017,53.793205
201601031022,56.198578
201601031026,17.973352
201601031047,54.315216
201601031048,57.591328
201601031049,60.251198
201601031054,61.79564
201601031064,69.99441
201601031066,62.83201
201601031068,68.36652
201601031069,68.759155
201601031074,57.736137
201601031076,59.964626
201601031077,61.017986
201601031078,69.634445
201601031081,54.05946
201601031088,44.994255
201601031090,60.828705
201601031094,66.05707
201601031097,61.10205
201601031099,69.84603
201601031111,49.326214
201601031123,48.427357
201601031133,50.35993
201601031138,50.232777
201601031151,51.88837
201601031156,54.167965
201601031169,34.86896
201601031170,53.307415
201601031171,47.653137
201601031184,56.313774
201601031186,30.83904
201601031187,48.60287
201601031196,43.88004
201601031200,29.556185
201601031205,33.202137
201601031209,22.8684
201601031231,32.68445
201601040175,26.403986
201601040178,23.102629
201601040180,28.674747
201601040185,26.667795
201601040187,27.07445
201601040196,26.616396
201601040198,25.367016
201601040200,25.227736
201601040201,24.92164
201601040202,25.304033
201601040204,30.958105
201601040207,28.331152
201601040212,26.045546
201601040218,25.844463
201601040223,27.22116
201601040236,30.136515
201601040237,30.481482
201601040238,31.691944
201601040239,33.076504
201601040257,32.7384
201601040265,27.007944
201601040269,29.876003
201601040276,36.51154
201601040278,25.935349
201601040302,23.96942
201601040305,24.087408
201601040310,23.028536
201601040313,23.361208
201601040349,23.384163
201601040763,23.423449
201601040776,24.233719
201601040784,17.466856
201601040857,17.696253
201601040860,19.87525
201601040878,16.947647
201601040888,21.031221
201601040897,20.687098
201601040912,24.732088
201601040920,23.489529
201601040925,23.314333
201601040944,21.949083
201601040945,24.483643
201601040946,24.606031
201601040950,26.25737
201601040951,27.604223
201601040952,21.917833
201601040953,24.903595
201601040956,28.406923
201601040959,27.859371
201601040961,26.388073
201601040962,27.214485
201601040965,25.743654
201601040970,26.142485
201601041031,22.61114
201601041052,19.660269
201601050127,22.282436
201601050197,23.55424
201601050205,27.913979
201601050237,26.55796
201601050241,28.127647
201601050244,35.38234
201601050288,25.908937
201601050329,22.694721
201601050330,24.146133
201601050699,25.34546
201601050727,18.339188
201601050773,17.367018
201601050781,20.333998
201601050823,19.347555
201601050828,21.61849
201601050832,20.017635
201601050833,19.49763
201601050894,17.167776
201601050900,18.362997
201601050924,16.683308
201601050931,19.756113
201601050940,20.303862
201601060148,21.375677
201601060157,22.11388
201601060186,17.945093
201601060201,17.891308
201601060203,18.27352
201601060205,18.361544
201601060206,25.786701
201601060207,18.084835
201601060208,17.590872
201601060226,17.668999
201601060246,18.901869
201601060247,19.419672
201601060248,18.288303
201601060249,18.923492
201601060253,20.886396
201601060255,18.40603
201601060258,20.113443
201601060269,18.459593
201601060270,18.81072
201601060271,18.961605
201601060279,19.464018
201601060282,18.512407
201601060284,19.769857
201601060289,20.258894
201601060298,20.922144
201601060303,20.300802
201601060742,16.155096
201601060766,22.928335
201601060796,22.186296
201601060825,20.644106
201601060833,18.533064
201601060836,18.2678
201601060863,20.444443
201601060876,26.568623
201601060879,31.330027
201601060880,26.354237
201601060883,26.236547
201601060885,22.794855
201601060932,19.298586
201601060942,28.835255
201601060943,31.133888
201601060944,18.771421
201601060946,19.154844
201601060948,20.568356
201601060962,19.594433
201601060963,17.910986
201601060985,25.060509
201601060993,15.228692
201601060994,18.743261
201601060996,17.014957
201601070182,21.92352
201601070216,20.687847
201601070272,19.47611
201601070287,20.67524
201601070322,24.180565
201601070696,18.282713
201601070697,21.063942
201601070731,25.817726
201601070733,23.903963
201601070735,26.203518
201601070736,25.33617
201601070738,25.410406
201601070751,23.770327
201601070756,24.148983
201601070757,19.663162
201601070773,28.70603
201601070775,26.534359
201601070779,31.572578
201601070785,22.485004
201601070787,24.81023
201601070791,29.004337
201601070794,26.087782
201601070800,26.430685
201601070802,35.50083
201601070803,27.70658
201601070806,24.978222
201601070808,29.072634
201601070809,31.455671
201601070810,28.286676
201601070813,31.197239
201601070817,27.899567
201601070818,32.07385
201601070819,29.604929
201601070824,32.525505
201601070825,30.755054
201601070835,28.172607
201601070837,31.767387
201601070838,32.082703
201601070841,31.03316
201601070847,33.29677
201601070851,30.858795
201601070852,33.439972
201601070859,28.412426
201601070866,38.93142
201601070868,28.461092
201601070876,26.293898
201601070879,26.276527
201601070880,33.310207
201601070891,32.15972
201601070908,27.994448
201601070964,21.32107
201601080153,20.341997
201601080185,18.435913
201601080189,20.614405
201601080197,21.268984
201601080243,21.088581
201601080754,19.48082
201601080755,20.349203
201601080819,26.460484
201601080820,29.019773
201601080822,30.064133
201601080824,28.597626
201601080828,24.252993
201601080829,28.632908
201601080866,35.2503
201601080882,34.10563
201601080894,37.925278
201601080901,32.59559
201601080908,32.76829
201601080937,40.265793
201601080938,35.418533
201601080939,43.529453
201601080940,41.067867
201601080950,37.726166
201601080969,41.29244
201601080973,45.57884
201601080974,45.56891
201601080988,48.102818
201601080989,46.111465
201601081000,44.020153
201601081003,45.778057
201601081005,48.803658
201601081008,45.493855
201601081012,48.755363
201601081013,45.42516
201601081014,45.855568
201601081016,47.881405
201601081018,48.49296
201601081024,47.102757
201601081031,48.874992
201601081038,37.16369
201601090107,20.628443
201601090108,18.05528
201601090137,23.365778
201601090138,22.807922
201601090139,22.741713
201601090141,23.305204
201601090152,31.014746
201601090159,23.744812
201601090165,25.294016
201601090166,24.377634
201601090169,25.357327
201601090180,26.922815
201601090184,27.573563
201601090194,33.938126
201601090200,25.248844
201601090205,27.115513
201601090214,29.039822
201601090219,20.596138
201601090221,30.258642
201601090225,38.80877
201601090242,29.088505
201601090243,27.038054
201601090245,26.456108
201601090246,25.58273
201601090247,26.46322
201601090249,27.363663
201601090251,25.418003
201601090256,31.284224
201601090263,34.753498
201601090265,27.399462
201601090266,28.308489
201601090267,26.600698
201601090268,25.765234
201601090270,27.559355
201601090273,27.848812
201601090289,29.374529
201601090314,29.806837
201601090316,33.44786
201601090321,33.165512
201601090326,30.69817
201601090329,28.71615
201601090337,29.465923
201601090338,31.312134
201601090345,29.473572
201601090350,27.054712
201601090390,33.021675
201601090391,29.781994
201601090394,26.877272
201601090418,26.758509
201601090419,25.227467
201601090422,23.84714
201601090449,21.45842
201601090451,18.804796
201601090821,18.356316
201601090825,23.065838
201601090879,25.955875
201601090881,27.661678
201601090896,33.508175
201601090897,37.870407
201601090899,31.640638
201601090911,37.22428
201601090914,23.886383
201601090916,20.241114
201601090925,40.799114
201601090926,29.030117
201601090927,33.86744
201601090928,36.68005
201601090929,41.66447
201601090931,41.86241
201601090940,35.762234
201601090941,23.611576
201601090943,40.812183
201601090944,36.113937
201601090946,37.16854
201601090947,45.41739
201601090950,42.127132
201601090952,43.39403
201601090963,55.759914
201601090965,40.858414
201601090968,40.167904
201601090973,43.092133
201601090976,43.084187
201601090983,65.88006
201601090999,61.53069
201601091014,40.36028
201601091021,55.76597
201601091033,45.4541
201601091034,19.669233
201601091060,45.84632
201601091082,54.078163
201601091083,52.21175
201601091094,46.839607
201601091107,50.403095
201601091110,44.97747
201601091114,54.433376
201601091115,44.955837
201601091119,49.563206
201601091120,48.703236
201601091180,46.840187
201601091201,50.975803
201601091204,58.835934
201601091205,50.670494
201601091211,51.631912
201601091232,50.318756
201601091237,28.79992
201601091238,43.22804
201601091240,47.088936
201601091254,21.807234
201601100172,28.40753
201601100178,33.14601
201601100183,32.614384
201601100187,30.312849
201601100201,26.796648
201601100223,41.701378
201601100291,39.33997
201601100300,39.10724
201601100302,45.808296
201601100310,54.52708
201601100323,49.603897
201601100358,51.599884
201601100361,51.843407
201601100363,49.541687
201601100364,51.104473
201601100365,55.337193
201601100374,54.026108
201601100377,36.81354
201601100378,50.738888
201601100382,47.18568
201601100384,46.132717
201601100389,53.019283
201601100391,49.985977
201601100392,53.111004
201601100406,42.752945
201601100415,41.029324
201601100419,51.79237
201601100420,45.862675
201601100426,54.68239
201601100456,27.99082
201601100487,29.359047
201601100488,33.088898
201601100491,27.522184
201601100492,33.4401
201601100500,31.525145
201601100502,27.327623
201601100519,23.033648
201601100523,22.542892
201601100842,23.123354
201601100872,26.789806
201601100875,22.024338
201601100900,25.637096
201601100902,21.281618
201601100907,22.070103
201601100917,28.89699
201601100920,25.616253
201601100921,24.33768
201601100924,41.468117
201601100932,37.456432
201601100955,32.8938
201601100958,35.139805
201601100963,36.219124
201601100964,49.269966
201601100983,38.891037
201601100999,56.630615
201601101004,53.36189
201601101006,60.140182
201601101012,21.031416
201601101020,56.29866
201601101022,58.63981
201601101028,56.840652
201601101029,53.919666
201601101030,32.84009
201601101031,56.51769
201601101038,53.247425
201601101041,55.956745
201601101043,64.24727
201601101044,59.225597
201601101050,57.335598
201601101052,55.487053
201601101055,48.96206
201601101059,45.29462
201601101061,56.04071
201601101064,63.16247
201601101065,51.301193
201601101066,61.01617
201601101067,54.51018
201601101070,47.53806
201601101073,43.740383
201601101077,55.517418
201601101081,45.046085
201601101084,58.226273
201601101099,48.359226
201601101107,47.19974
201601101114,54.06006
201601101116,42.358837
201601101118,46.693203
201601101119,46.319073
201601101120,48.842815
201601101124,46.371956
201601101127,47.735077
201601101128,61.77491
201601101134,49.538216
201601101135,41.61093
201601101140,36.644794
201601101141,39.036385
201601101147,42.97131
201601101157,60.498215
201601101175,41.49369
201601101180,32.00792
201601101184,29.890064
201601101203,35.274887
201601101212,38.539238
201601101218,25.516022
201601101231,22.381243
201601101232,20.04043
201601101239,24.78825
201601101244,26.894957
201601110128,23.677176
201601110136,20.315834
201601110145,18.138561
201601110170,16.716465
201601110174,17.257048
201601110176,18.534994
201601110186,21.319471
201601110204,26.42046
201601110207,25.677547
201601110216,22.477552
201601110217,22.304918
201601110218,25.548973
201601110224,23.73284
201601110226,25.698175
201601110228,24.86095
201601110230,26.617771
201601110266,24.25422
201601110267,24.874638
201601110271,21.713024
201601110276,20.090181
201601110306,22.756863
201601110314,26.383398
201601110317,23.572014
201601110362,29.349821
201601110850,20.512152
201601110862,18.170792
201601110957,19.700232
201601111010,25.48704
201601111014,25.453594
201601120152,17.885674
201601120167,21.312473
201601120186,17.328152
201601120187,17.740881
201601120199,22.365246
201601120202,17.210487
201601120205,16.771898
201601120207,18.287226
201601120268,18.597275
201601120299,22.725824
201601120658,21.946863
201601120769,21.42942
201601130718,25.16835
201601130806,24.545748
201601130807,23.588797
201601130812,24.623497
201601130823,22.1525
201601130829,22.542572
201601130844,23.06167
201601130847,23.218164
201601130851,19.82494
201601140129,21.293476
201601140156,19.672766
201601140161,21.13291
201601140164,20.924467
201601140166,20.036915
201601140205,19.872646
201601140212,20.147577
201601140815,25.396173
201601140839,26.349388
201601140842,22.178856
201601140878,24.389688
201601140880,25.28323
201601140881,29.694033
201601140891,28.465397
201601150131,23.365189
201601150137,23.395044
201601150138,24.702612
201601150140,22.698317
201601150142,21.918585
201601150143,23.222866
201601150144,23.078756
201601150145,20.392591
201601150146,20.323164
201601150147,24.65059
201601150148,24.08765
201601150171,25.056189
201601150204,34.59744
201601150241,24.083508
201601150242,22.38932
201601150338,17.946283
201601150340,19.391134
201601150341,19.333239
201601150344,24.309185
201601150345,18.382402
201601150731,25.106922
201601150753,18.909758
201601150759,19.677723
201601150772,19.236082
201601150777,23.967554
201601150778,16.527029
201601150780,17.920088
201601150783,17.061264
201601150813,21.194519
201601150833,28.49161
201601150840,14.984122
201601150843,14.988607
201601150849,17.481945
201601160108,21.474615
201601160121,22.271769
201601160141,21.80786
201601160162,19.202244
201601160163,19.269915
201601160168,33.83532
201601160175,21.599228
201601160178,26.488346
201601160180,22.791262
201601160181,28.345055
201601160182,21.622057
201601160189,24.78675
201601160190,30.557602
201601160193,31.594309
201601160202,30.662132
201601160232,25.049189
201601160234,26.123087
201601160235,29.677618
201601160237,31.397022
201601160238,30.195108
201601160240,26.201662
201601160246,26.915915
201601160248,29.602993
201601160250,28.877142
201601160253,27.002495
201601160258,23.291458
201601160262,40.898212
201601160267,25.412617
201601160272,30.136547
201601160276,27.992832
201601160278,27.663359
201601160280,32.44437
201601160281,28.463812
201601160292,28.911015
201601160293,30.524862
201601160299,51.13332
201601160306,32.251213
201601160312,33.276337
201601160321,34.0686
201601160343,33.17579
201601160351,47.27002
201601160368,33.897785
201601160374,30.417706
201601160378,29.571287
201601160379,29.34101
201601160381,30.18225
201601160383,29.641703
201601160385,29.471876
201601160425,37.691605
201601160430,32.75127
201601160438,28.510134
201601160444,20.84903
201601160445,22.301155
201601160459,21.223898
201601160792,19.445005
201601160798,19.489115
201601160814,24.32223
201601160826,25.517288
201601160834,26.648191
201601160843,23.061172
201601160844,28.064436
201601160850,26.191671
201601160854,29.165056
201601160872,26.69735
201601160875,27.65866
201601160890,30.260708
201601160902,18.169365
201601160905,30.086687
201601160907,19.848856
201601160908,28.623495
201601160910,31.231197
201601160914,31.649744
201601160921,30.534752
201601160923,31.643452
201601160925,30.445993
201601160939,29.577723
201601160940,29.745068
201601160961,33.713802
201601160977,33.94619
201601160983,35.19341
201601160984,41.125343
201601160988,44.6402
201601160989,35.02128
201601160990,39.648323
201601160995,36.458622
201601160999,41.806606
201601161019,45.140434
201601161023,41.73788
201601161025,44.8505
201601161032,43.354492
201601161034,42.05104
201601161039,38.811016
201601161042,41.953316
201601161044,44.64321
201601161045,38.42779
201601161055,46.552017
201601161061,34.002686
201601161068,29.241093
201601161072,45.337566
201601161074,41.948708
201601161076,43.7865
201601161088,48.384575
201601161090,42.536774
201601161093,30.353249
201601161134,45.369762
201601161135,27.932766
201601161140,26.737839
201601161142,27.695242
201601161160,20.915623
201601161171,20.88057
201601161172,27.777035
201601161175,17.858532
201601161178,19.15011
201601161179,20.287815
201601161180,17.51286
201601161182,22.853724
201601161183,19.360868
201601170165,24.262695
201601170170,24.175663
201601170175,18.168922
201601170177,21.621035
201601170183,21.972252
201601170184,20.269196
201601170185,23.324028
201601170186,25.32431
201601170188,24.925491
201601170189,24.463022
201601170190,21.214102
201601170192,25.205193
201601170193,19.92356
201601170194,25.508865
201601170195,23.106365
201601170196,26.461224
201601170197,33.0399
201601170198,28.607811
201601170201,21.42047
201601170205,26.178675
201601170207,31.087448
201601170208,27.500212
201601170209,35.52511
201601170219,31.448393
201601170222,29.636541
201601170225,21.771717
201601170251,41.185104
201601170269,44.881115
201601170274,46.708454
201601170279,47.516644
201601170283,60.628834
201601170314,33.93633
201601170316,56.601513
201601170318,50.989597
201601170321,40.781113
201601170329,47.605858
201601170333,44.787277
201601170337,46.04344
201601170341,57.344955
201601170345,50.600243
201601170359,52.178932
201601170361,57.221638
201601170363,49.11688
201601170366,35.48418
201601170373,58.55544
201601170375,52.61708
201601170432,60.879
201601170442,61.392265
201601170443,62.00524
201601170456,57.484264
201601170462,43.78901
201601170472,54.668156
201601170473,59.02659
201601170476,53.722645
201601170481,59.85383
201601170495,49.21601
201601170497,55.180603
201601170532,31.082296
201601170534,39.66023
201601170798,20.684183
201601170836,16.111721
201601170842,26.17227
201601170864,19.096403
201601170867,16.782944
201601170868,21.155518
201601170890,24.464537
201601170891,26.54658
201601170896,23.436255
201601170898,24.76409
201601170901,24.261671
201601170903,23.965187
201601170905,22.873112
201601170909,28.685913
201601170914,23.779785
201601170924,26.82086
201601170930,28.072922
201601170934,25.006723
201601170937,29.581467
201601170961,23.68953
201601170964,27.247463
201601170966,25.460363
201601171025,40.37947
201601171067,42.288605
201601171071,29.169441
201601171091,52.42347
201601171101,39.20053
201601171114,55.001114
201601171115,44.204647
201601171125,46.104652
201601171128,45.349358
201601171129,62.34282
201601171132,44.840748
201601171134,42.92262
201601171135,48.11499
201601171138,41.73631
201601171141,52.995483
201601171143,43.467865
201601171152,49.841312
201601171154,43.786556
201601171155,45.628525
201601171156,44.388546
201601171158,48.25157
201601171162,48.869442
201601171164,49.29593
201601171182,44.890705
201601171185,50.209053
201601171194,29.24667
201601171198,24.949562
201601171204,34.23499
201601171215,24.125223
201601171240,44.099167
201601171248,25.536722
201601171253,46.796516
201601171255,32.983162
201601180146,19.507273
201601180151,18.086313
201601180160,19.635708
201601180164,22.27284
201601180172,23.489618
201601180195,25.681587
201601180196,25.321276
201601180199,27.187561
201601180203,26.270514
201601180236,25.699785
201601180238,21.958715
201601180274,25.555407
201601180348,21.319675
201601180350,19.197334
201601180389,20.43142
201601180766,22.754694
201601180768,18.002073
201601180773,18.74911
201601180775,20.53773
201601180828,21.46211
201601180836,23.364985
201601180851,21.775259
201601180869,21.798862
201601180882,23.623665
201601180977,18.63459
201601190152,20.80215
201601190153,18.828665
201601190166,19.82753
201601190184,17.281702
201601190185,19.53063
201601190186,20.662498
201601190199,19.290495
201601190205,26.17717
201601190234,28.704073
201601190236,23.565178
201601190238,26.935032
201601190268,28.93916
201601190272,26.42777
201601190275,20.34167
201601190279,21.228037
201601190280,32.323692
201601190281,23.842693
201601190282,22.691406
201601190285,21.661713
201601190286,24.127626
201601190288,22.651335
201601190296,22.46603
201601190301,22.359707
201601190304,20.515926
201601190767,20.104124
201601190787,18.94353
201601190794,19.558252
201601190810,21.606714
201601190845,18.056023
201601190847,16.625425
201601190859,16.952158
201601190881,20.414726
201601190896,19.80518
201601190917,20.158344
201601190921,24.626593
201601190922,23.130634
201601190932,21.366219
201601190943,23.219084
201601190957,23.838652
201601190959,16.608194
201601190960,20.958181
201601190976,17.05555
201601190980,15.942776
201601200141,22.66261
201601200144,21.17167
201601200239,22.912777
201601200301,21.11295
201601200303,24.416018
201601200319,22.066053
201601200321,23.417645
201601200322,22.540823
201601200323,23.508013
201601200795,20.028036
201601200811,19.542686
201601200830,21.810715
201601200831,22.83893
201601200833,23.793312
201601200834,21.075342
201601200846,21.988552
201601200855,22.419746
201601200861,20.92745
201601200862,21.630644
201601200864,22.015543
201601200873,18.548487
201601200874,26.794146
201601200885,23.981287
201601200890,22.141584
201601200891,26.9567
201601200905,18.072096
201601200907,18.048557
201601200915,19.292353
201601200921,21.846703
201601200923,20.992558
201601200948,24.455057
201601200950,25.190126
201601200952,24.627386
201601200953,22.496525
201601200956,31.97434
201601200960,26.190624
201601200962,23.906565
201601200975,22.00153
201601201002,17.541113
201601210158,22.070255
201601210178,23.68682
201601210181,24.78471
